标题,视频简介,分类,bv号,av号,播放量,弹幕数,最高全站日排行,点赞,硬币,收藏,分享,up主,标签,时长,日期
蒸鸡蛋羹不要直接加水，学会三步法鸡蛋嫩滑无气孔，宝宝超级爱吃,食材：1一个鸡蛋，和量杯,美食圈,BV1y7411Q7cE,100000995,78,0,0,2,0,1,0,小楠食记,#料理制作##美食圈##鸡蛋#,01:28,2020-03-29
精彩射门集锦,-,网络游戏,BV1y7411Q7cP,100001009,18,0,0,0,0,0,0,nonalex,#网络游戏# #足球游戏#,01:48,2020-03-28
【柒柒推文】(六)——抛弃渣攻，重回巅峰,-,国产原创相关,BV1y7411Q7Mp,100001033,83,0,0,7,0,7,0,柒幺_叁,#推文##小说##纯爱#,01:57,2020-03-28
与你同航?名校直播间 |“宅家看世界”之走进米兰理工,,日常,BV1y7411Q7MG,100001043,293,1,0,7,1,5,2,与你同航,#意大利##米兰理工大学##博士双学位申请##北京航空航天大学#,19:41,2020-03-28
深夜无眠手残学生党的四边形眼妆教学，nxy竟是女英雄牌？？全程无广告！-----vlog003,深夜无眠手残学生党的四边形眼妆教学。妆是我依样画葫芦扒的，如果有帮的上忙的真的万分感动了。我有个朋友说nyx是女英雄牌哈哈哈哈啊哈哈，xswl,美妆,BV1y7411Q7ME,100001045,1256,1,0,55,57,54,2,Sighwho,#美妆##化妆##日常#,08:25,2020-03-28
听完，不嗨算我输?,-,音乐现场,BV1y7411Q7uM,100001061,25,0,0,1,0,0,0,烟火凡程,#华语现场##欧美现场##日语现场#,00:16,2020-03-28
裙子？黄色，头发？蓬松,"第一次弄，ppt形式的视频
纯属娱乐",综艺,BV1y7411Q7Mo,100001064,18,0,0,1,0,0,0,我是DongD,#美女##真人秀##娱乐#,00:15,2020-03-28
3.28中转站等级8单核煌打法,需要嫖一个好友的煌 不专也可以 奶盾是上位更好 龟龟也是可以换年或者星熊三技能 术士可以换高星 练度一般就可 桃金娘不是必需品有更好没有的话换芬也可以 需要回两次费撤离 。这期视频都来源于关于一只屑猫的故事,手机游戏,BV1y7411Q7Md,100001065,41,1,0,3,3,0,0,爱打游戏小清风,#手游##游戏视频##低配#3.28中转站等级8煌单核打法,03:42,2020-03-28
疾风之刃 鬼剑帝 无限快乐222打桩,时间3/26更新后第一版本女鬼剑术印 精华222 迷宫剑轮 50阶级 高级全伤害,网络游戏,BV1y7411Q7MR,100001066,1104,0,0,8,1,2,3,快乐的移情,#网络游戏##疾风之刃##游戏视频#,02:39,2020-03-28
【泰拉瑞亚日常】机械骷髅王：哪怕我移速再快1m/s这个小子就不会这么皮,马上就会更第六期了，再等等吧QWQ,单机游戏,BV1y7411Q7uK,100001063,24,0,0,3,2,1,0,来颗口香糖,#单机联机##游戏##新人#,03:29,2020-03-28
i5 9600K vs i7 3770K Benchmark,"https://www.youtube.com/watch?v=reGZKq4aBsQ
3770k，永远滴神。原视频未注明CPU及内存频率。",电脑装机,BV1y7411Q7MU,100001072,107,0,0,2,1,1,0,laescar,#硬件##INTEL##CPU#,02:55,2020-03-28
这段成年人低三下四的面试求职太扎心了！,你要是问我当代成年人有多难 ，那可能就是连发次脾气的勇气都没有！,影视剪辑,BV1y7411Q7Mm,100001073,14,0,0,2,0,0,0,沙雕阿涛,#面试##影视剪影##人生#,02:23,2020-03-28
02磨皮软件的用法和圆脸方脸胖脸的修饰方法和注意点  第六节,,日常,BV1y7411Q7M6,100001080,14,0,0,0,0,2,0,风舞师兄,#后期修图##PS教程##后期教程#,10:25,2020-03-28
Running - 陈冠希,,明星,BV1y7411Q7MX,100001076,191,0,0,5,0,4,1,熊翕凝VignyCooed,#陈冠希##明星##EDC#,03:31,2020-03-28
方舟新手一个月第一个精二,BGM：砂金,手机游戏,BV1y7411Q7MB,100001082,23,0,0,1,0,0,0,_高摫泉_,#明日方舟##塞爹##精二#,00:47,2020-03-28
光子：该充钱了,这是昨天晚上匹配的一个路人局，三号队友不辜负他的名字，成功脱队成独狼，但是第一波电圈要缩了，三号还显示在跳伞，当我赶到时，就只剩这个视频了。,手机游戏,BV1y7411Q7My,100001084,32,2,0,6,5,3,1,不凡中平凡,#搞笑##吃鸡##腾讯#,00:33,2020-03-28
血月,新视频出了点问题，麦克风坏了，导致我的声音没录上，我还得再从新录一遍，我在想我要不要开一个模组生存,单机游戏,BV1y7411Q7TH,100001100,16,0,0,5,0,0,0,逐浪15,#单机联机##MINECRAFT我的世界##游戏练级挑战#,08:35,2020-03-28
穿越时空的爱恋仙允CUT14-1,穿越时空的爱恋仙允CUT14-1,影视剪辑,BV1y7411Q7Tn,100001101,17,0,0,0,0,0,0,孫亚琴,,02:55,2020-03-28
[国王学院合唱团] 天籁之声：Allegri's Miserere Mei,"YouTube
我觉得有一种震撼灵魂的深沉和真挚，有抚慰灵魂的宁静和温柔，又有一种超然力量，可以把人的精神提升到崇高澄明的境界。聆听那首乐曲时内心的感受，实在无法用语言表达出来。
这首乐曲全用人声，没有任何乐器伴奏，由一远一近两个合唱队演唱，分五个声部，加上四位独唱，一共九声部。这九个声部此起彼伏，交织错落，在宽阔深厚的背景上，又有飘逸的高音毫不费力地渐升渐高，一直升到一个极高的C音，就好像一片亮光，由平静的海面直升到云端，带我们的心灵进入天国之门。难怪门德尔松1831年在梵蒂冈听完这首乐曲后说，听过此曲的人“都认为这不像是人声，而像空中天使的声音，是任何别的地方都不可能听到的声音。”",音乐现场,BV1y7411Q7TJ,100001102,63,0,0,6,4,6,3,精芬的芬兰人,#古典音乐##古典##音乐#,09:56,2020-03-28
冰糖炖雪梨  [黎语冰×棠雪],"优酷
冰神追爱计～",影视剪辑,BV1y7411Q7TE,100001103,62,0,0,1,0,0,1,94848967471_bili,#电视剧##雪梨#,02:18,2020-03-28
天胡王的决斗方程式~,-,桌游棋牌,BV1y7411Q7Tc,100001112,34,0,0,6,0,0,0,迪昂剑侠,#游戏王实卡##游戏王##娱乐#,01:51,2020-03-28
【高雯】克拉恋人第二集cut1_敌人的敌人就是朋友,"爱奇艺
团结就是力量",影视剪辑,BV1y7411Q7TF,100001113,569,0,0,9,0,4,0,灰在天空的小象,#迪丽热巴##克拉恋人##高雯#,00:46,2020-03-28
德州扑克，怂到自己都怕,-,桌游棋牌,BV1y7411Q7MZ,100001071,827,0,0,0,0,0,0,Wepoker大中华区总裁,#桌游棋牌# #德州扑克# #精彩集锦#,00:39,2020-03-28
三纯大冷面,,美食圈,BV1y7411Q7To,100001122,21,0,0,0,0,0,1,zhk790,#自制##美食##料理制作#,00:53,2020-03-28
【Lovelive sif】宝物缤纷 大师 FC(萌新手速),嘛，随手摸出来的....,音游,BV1y7411Q7Tf,100001120,22,0,0,7,0,3,0,白衬映心Dream,#LOVELIVE学园偶像祭##SIF##FC#,02:12,2020-03-28
真实病例——29岁女孩一针玻尿酸带来的悲剧,近年来玻尿酸知名度很高，号称“驻颜神器”，今天我给大家带来一个关于玻尿酸的悲剧。,其他,BV1y7411Q7Mc,100001126,4,0,0,1,0,0,0,头痛君er,#玻尿酸##微整形##医生#,01:04,2020-03-28
【SOCCER.COM】Nike Tiempo Legend 4 Vibes | 耐克 未来DNA Tiempo 8,"YouTube
凭借他们的Future DNA靴子的第四次发布，耐克再次给我们带来了热潮-Future DNA Tiempo Legend 8，采用了2011年以来的Tiempo Legend 4的油漆作业。",运动,BV1y7411Q7vH,100000622,266,3,0,9,0,6,2,Ronaldo-Wen,#足球鞋##足球##NIKE#,02:33,2020-03-28
【默科】新人（bu）必看，为什么没有人看我的视频！！！,up已疯～啦啦啦,单机游戏,BV1y7411Q7TX,100001134,49,1,0,7,8,3,1,默科不是沙雕,#杂谈##娱乐##新人#,02:26,2020-03-28
9.1认识浮力,,演讲? 公开课,BV1y7411Q7TU,100001130,66,0,0,0,0,0,3,AS1821661872,#教育##学习#,15:20,2020-03-28
【明日方舟】听说点进来的都会有火神！！！,"点赞投币收藏高姿必出高姿！！！！！
点赞投币收藏寻访一发入魂！！！！！",手机游戏,BV1y7411Q7T1,100001141,8,0,0,1,0,0,0,白兔子坐黄狐狸上,,01:01,2020-03-28
全国人大外事委员会就美国所谓“2019年台北法案”签署成法发表声明,全国人大外事委员会27日就美国所谓“2019年台北法案”签署成法发表声明：此举严重违反一个中国原则和中美三个联合公报规定，严重违反国际法和国际关系基本准则，粗暴干涉中国内政，向“台独”分裂势力发出严重错误信号。中国全国人大对此表示强烈不满和坚决反对。我们强烈敦促美方充分认清台湾问题的高度敏感性，恪守一个中国原则和中美三个联合公报规定，不得实施该法案，慎重处理台湾问题，以实际行动维护中美关系大局和台海和平稳定。,日常,BV1y7411Q7Ty,100001142,60233,59,0,4424,85,322,201,央视网快看,#央视网快看##美国##台湾#全国人大外事委员会就美国所谓“2019年台北法案”签署成法发表声明。,01:55,2020-03-28
砸 豆 工 具 人の 呱 皇,一天50票就为砸小鹿男呱，结果给好友砸了一堆ssr，sp的碗...大佬们缺好友位吗？我超能百鬼夜行的【膨胀】,手机游戏,BV1y7411Q7TY,100001145,34,1,0,3,2,0,1,万与千寻,#bilibili新星计划##呱皇##阴阳师手游#,00:26,2020-03-28
剪辑视频纯属个人爱好，大家勿喷！,两宝求学,日常,BV1y7411Q7Th,100001147,6,0,0,0,0,0,0,夏雪零度,#视频剪辑##青云志、陈情令、陆贞传奇、花千骨#,03:47,2020-03-28
温州童谣-娒娒你真早,"来自童年VCD
- 小时候，
  老爹不喊名字，一直喊囡儿
  奶奶也是，喊小名儿，到现在也不知道哪两个汉字，
  用方言喊小人儿，总是不太一样-",其他,BV1y7411Q7KJ,100001152,44,0,0,0,0,0,1,Southwestward,#MV##剧情##音乐#,03:10,2020-03-28
“The rain is still falling ，but not one last sweet”,"给个三连吧，点赞也行！
给个三连吧，点赞也行！
给个三连吧，点赞也行！
就求求姥爷了嘛，制作不易",影视剪辑,BV1y7411Q7Tv,100001151,53,1,0,12,16,5,3,我不做人了Saber,#剪辑##爱情##影视剪影#,01:23,2020-03-28
啸 着 玩,辣鸡项目玩你马呢,搞笑,BV1y7411Q7Kp,100001157,94,1,0,20,5,0,0,cuber-fy,#高能##逗比##搞笑#,00:42,2020-03-28
我的世界 1.8.9 2020-03-28 10-11-37,,单机游戏,BV1y7411Q7KM,100001163,8,0,0,1,2,1,0,远风沁叶,#我的世界##MC##服务器#,03:11,2020-03-28
【合作转载】IP小站×葩葩酱Ouo-拆萌奇牛油果 胖吉猫Pusheen魔法系列盲盒送福利,"https://www.bilibili.com/video/av77598170?from=search&seid=6435215136803239614
【合作转载】IP小站×葩葩酱Ouo-拆萌奇牛油果 胖吉猫Pusheen魔法系列盲盒送福利
合作拆箱UP主：葩葩酱Ouo，av77598170
更多福利，请关注IP小站，喜欢的话请长按点赞三连，等你来哦！",日常,BV1y7411Q7KV,100001166,13,0,0,1,1,1,0,IP小站,#IP小站##拆盲盒##开箱#,03:19,2020-03-28
前方高能，金州饿霸，灵动库里疯狂过人混剪，你的脚踝还好吗？,"一直很喜欢库里的过人技巧，打球飘逸，不仅擅长投射，过人更是如此，因此剪辑了一部关于库里的纯过人混剪，本次剪辑花了很长时间找素材，里面的每个过人动作都很经典，这里面不仅有NBA的，还有野球场的部分片段，欢迎大家来捧捧场吧！
感谢审核大大百忙之中能抽空给予审核，审核大大辛苦了，祝审核大大身体健康，事业顺心，心想事成，加油，奥利给！
库里球迷集合了，缺少的过人的片段欢迎大家补充，祝各位帅哥美女早日走上人生巅峰，GO,GO,GO!!!
BGM : It's My Time",运动,BV1y7411Q7KA,100001168,2692,14,0,134,58,77,9,脚踝终结者8,#库里##过人##混剪#,03:58,2020-03-28
彭楚粤 陆思恒 创造营悄悄话 燃少们的友谊 少年们顶峰相见吧 春春的bgm一出来 瞬间泪目,燃少的孩子们 真的太让人心疼了 欢欢的一句这些年过的还好吗 春春掌门人的bgm一响起 瞬间泪目 陆思恒白澍赵磊夏之光陈泽希谷嘉诚伍嘉成彭楚粤郭子凡肖战焉栩嘉 我们顶峰相见吧,明星,BV1y7411Q7Kw,100001169,1418,4,0,63,0,32,4,口今九,#彭楚粤# #X玖少年团# #燃烧吧少年# #陆思恒# #创造营#,01:48,2020-03-28
【明日方舟】【危机合约 8】3/28 中转站,"图一乐混个头像框 
b服id 啊件＃7661 欢迎一起玩",手机游戏,BV1y7411Q7KQ,100001185,42,0,0,6,2,2,0,西野啊件,#明日方舟·荒废遗迹赛区##明日方舟##手机游戏#,03:32,2020-03-28
和平精英视频解说,我是一名主播希望得到大家的喜欢,手机游戏,BV1y7411Q7KD,100001186,1134,0,0,1,0,0,0,BiBi新月,#和平精英##手游##游戏解说#,07:31,2020-03-28
【油管搬运】使用golang进行游戏编程36 - RPG More Items and Inventory,https://www.youtube.com/watch?v=9D4yH7e_ea8&list=PLDZujg-VgQlZUy1iCqBbe5faZLMkA3g2x&index=1,野生技术协会,BV1y7411Q7Kr,100001195,15,0,0,0,0,0,0,梦回丨故里,#游戏开发##go##golang#,01:00:44,2020-03-28
滚动的天空  火山,-,音游,BV1y7411Q7K6,100001204,13,0,0,1,0,0,0,滚动的天空小七,#滚动的天空#,02:02,2020-03-28
《战争前线》天狼星地图概观（pvp团竞），团队竞技，150杀封顶，率先达到团队150杀或者时间耗尽时人头多者为胜！,这张图吧，看着应该是某个航天发射中心，有传统经典的团竞模式，还有创新支配模式，也就是占点，地图设置略有不同，之后会发天狼星支配模式的图，有空来找找不同啊！,网络游戏,BV1y7411Q7Kq,100001207,28,0,0,2,0,0,0,刺鲨令-GBML,#网络游戏##战争前线##FPS#,00:53,2020-03-28
宠爱蚊子就要把它送回它该去的地方,-,日常,BV1y7411Q7Kb,100001215,22,0,0,1,0,1,0,沫娩琭,#VLOG##生活记录##动物#,00:52,2020-03-28
【电棍】两次超鬼鳄鱼，全程被韩国人喷，马老C厨位不保,"求关注点赞 真的很重要啊，需要什么都能满足各位看官们
求求了支持下吧",电子竞技,BV1y7411Q7NV,100001216,53,0,0,23,9,7,0,韩金伦的关门弟子,#OTTO##国王##电棍#,06:08,2020-03-28
春天来了 万物复苏,-,运动,BV1y7411Q7N5,100001223,51,0,0,2,2,2,0,徐州ZA长板店,#搞笑挑战# #ZA长板店# #ZA滑板店#,00:15,2020-03-28
【迷琪卡】《食物语》诗老师皮肤get?(*?︶?*).。.:*?,有皮肤，莫得诗老师(? ′Д｀?)っ?,网络游戏,BV1y7411Q7Po,100001232,1,0,0,1,0,0,0,迷琪卡,#网络游戏##诗礼银杏##手游#,02:50,2020-03-28
一遍上头的神混音！ONEUS X SF9 - A Song Written Easily X O Sole Mio,"ONEUS的新歌我又是特别喜欢，听的时候顺便想起了我心中意难平的神曲，SF9的O Sole Mio，感觉会很配，于是做了个混音
成品果然！是legend！绝配！！
配合绝美外景MV，绝对双倍享受，一遍上头！
只有没听过的人，没有只想听一遍的人
真不是我吹，我自己做完这个混音都喜欢到循环了好久",Korea相关,BV1y7411Q7Nc,100001236,96,0,0,14,2,6,3,邪风颖,"#ONEUS##SF9##混音# ONEUS的新歌我又是特别喜欢，听的时候顺便想起了我心中意难平的神曲，SF9的O Sole Mio，感觉会很配，于是做了个混音
成品果然！是legend！绝配！！
配合绝美外景MV，绝对双倍享受，一遍上头！
只有没听过的人，没有只想听一遍的人
真不是我吹，我自己做完这个混音都喜欢到循环了好久",03:35,2020-03-28
白嫖也没事哈，我就是发个游戏视频，点个赞就ok啦，谢谢。,-,手机游戏,BV1y7411Q7NP,100001225,12,1,0,3,2,0,0,你与疾风皆-过客,#手机游戏#,01:35,2020-03-28
2020以来让人夜不能寐的歌: 同时听达拉崩/淡黄的长裙/就当是一场梦/所以暂时将你眼睛闭了起来……,2020年以来，让人夜不能寐的4首歌曲,其他,BV1y7411Q7P2,100001242,103,0,0,0,0,1,1,木眉雨山,#达拉崩吧# #高能# #Last dance#,00:10,2020-03-28
老公加班一夜未归 一大早做鱼汤送单位去给他补补元气,-,日常,BV1y7411Q7P1,100001243,3,0,0,0,0,0,0,你是那最美时光,#生活记录##VLOG##美食#,01:11,2020-03-28
棉花娃娃 日山鹅鹅 酥饼灿 cookiejam 兔头斯内普 开箱+试穿,-,日常,BV1y7411Q7NC,100001251,328,0,0,7,0,3,0,YourNicole,"#娃娃# #开箱# #购物分享#
诶 第一期棉花娃娃的视频
碎碎念话有点多hhh
",08:56,2020-03-28
复工了，但你的身材准备好了吗？1个减肥妙招，助你少走冤枉路,健康、复工、减肥、瘦身、疫情，复工后胖若两人？睡前坚持做1个动作，帮你快速减肥没压力。,日常,BV1y7411Q7N1,100001249,121,0,0,6,0,5,0,侃侃养生,#全能打卡挑战##健康##减肥#,01:47,2020-03-29
姜子牙携上古神兽四不像登场，一战封神！,燃,影视剪辑,BV1y7411Q7NB,100001256,13,0,0,1,0,0,1,李爷爷の家,#电影剪辑##神兽##电影#,00:29,2020-03-28
德丽莎生日剧情,-,GMV,BV1y7411Q7Nb,100001265,59,0,0,2,0,1,0,白欺寒,#德丽莎##崩坏3#,02:55,2020-03-28
补给？奶妈？对付你不需要这些，《明日方舟》荒芜行动 【新】中转站等级8(环境:信号屏蔽3)全自动挂机攻略,"全自动攻略他来了，真正的简单好抄(最后的真银斩纯属手贱)，更高难度的攻略还在尝试中，求稳的同学可以去看我早上发的低保攻略(传送门:BV1S7411Q7Ac)
喜欢的话不防点个赞",手机游戏,BV1y7411Q7NY,100001269,95,0,0,4,4,0,0,羅馬の花尼祿,#明日方舟·荒废遗迹赛区##明日方舟##攻略#,03:09,2020-03-28
亲爱的老婆大人,-,日常,BV1y7411Q7Nt,100001266,14,0,0,1,2,1,0,唐吉诃德-多佛氟利昂,#爱情# #俩欣丑照#,00:16,2020-03-28
「约战手游」圣黑之心真是太赞啦！,诺瓦露真香！,手机游戏,BV1y7411Q7Nx,100001276,429,1,0,17,0,3,1,Remken1412,#手机游戏# #约会大作战手游# #海王星联动#,01:44,2020-03-28
四  大  名  捕,-,动物圈,BV1y7411Q7GR,100001282,148,0,0,3,2,0,3,Febe可愛い,#动物# #搞笑# #喵星人#,00:27,2020-03-28
刺致敬客伍六七！！！！！！！！！！！！！！！！！！！！！！！！,-,综合,BV1y7411Q7G1,100001291,18,0,0,0,0,0,0,MC小幻咯,#刺客伍六七# #国漫#,00:15,2020-03-28
狂就完事了,-,搞笑,BV1y7411Q7Gz,100001297,210,0,0,5,2,4,2,切嗣T,#恶搞##魔性#,00:12,2020-03-28
入口即化的西红柿炖牛腩，老哥我可是炖了十几个小时，及其下饭,真的很下饭，小白也很容易学会,美食圈,BV1y7411Q7Gy,100001300,551,4,0,40,3,6,0,老哥丹尼尔,#花样美食挑战# #美食vlog# #美食#老衲厨艺越来越给力了,05:21,2020-03-28
陈平：GDP健康吗？三次产业划分真荒唐！,http://i.youku.com/i/UMjg1MDQ3NjA=,星海,BV1y7411Q7V8,100001312,14924,18,0,475,15,146,22,战忽局印太司令部,#星海##趣味科普人文##科普#,01:55,2020-03-30
【西瓜】论一群鸽子UP主在一起能整出什么歌来,"《论一群鸽子UP主在一起能整出什么歌来》
歌词：大家
作曲：这里是呵呵哒、FantWu、哔哩西瓜君
唱见：落秋aki、这里是呵呵哒、好名字是真的难取
视频制作：哔哩西瓜君
商业合作请加QQ3533586548
发行：Dream Time工作室",原创音乐,BV1y7411Q7N6,100001262,314,19,0,58,42,23,5,哔哩西瓜君,,03:45,2020-03-28
给你们看看我的千古大号，嘿嘿。,就是个水视频,网络游戏,BV1y7411Q7Ve,100001316,12,0,0,2,0,0,0,一只喜欢干拉的源小氏,#网络游戏# #电子竞技# #手机游戏#,01:14,2020-03-28
【天启】萌新up去到The hive服务器玩谁是杀手会发生什么事,觉得好看就给一个三连加关注呗,手机游戏,BV1y7411Q7VJ,100001322,36,2,0,13,12,7,4,xy天启666,#MC# #MINECRAFT# #萌新#,24:22,2020-03-28
乌漆麻黑,-,其他,BV1y7411Q7VN,100001336,1,0,0,0,0,0,1,百发百中巴耶克,#“樱”援母校#,00:06,2020-03-28
[行走大师] 122,-,单机游戏,BV1y7411Q7Gk,100001302,205,0,0,2,2,0,0,_DangDang_,#行走大师# #小游戏# #单机联机#,00:51,2020-03-28
多肉植物,多肉爱你沒商量,日常,BV1y7411Q73D,100001344,4,0,0,0,0,0,0,bili_34319374681,#多肉植物#,00:22,2020-03-28
把玩07年惠普笔记本电脑（2）,三连+关注,电脑装机,BV1y7411Q73m,100001347,69,1,0,4,0,1,0,孔总理,#电脑##科技##惠普#,09:47,2020-03-28
20200327_海洋环境污染,禁止转载，仅供学习使用,演讲? 公开课,BV1y7411Q7Gh,100001305,4,0,0,0,0,0,0,shadow丶小珏,,01:42:23,2020-03-30
明日方舟3.28 龙门中转站 8级,可参考站位,手机游戏,BV1y7411Q73r,100001353,27,0,0,0,0,0,0,阿凉捉基,#手机游戏# #危机合约# #明日方舟#,03:05,2020-03-28
2020你准备好了吗？,-,其他,BV1y7411Q7GC,100001301,0,0,0,1,0,0,0,丁香格格,#自制##学习##剪辑#,00:42,2020-03-28
二年级看图写话,-,其他,BV1y7411Q73a,100001362,242,0,0,4,0,2,7,英CBD,#作文#,18:31,2020-03-28
（崩坏3）德丽莎生日剧情CG，40多岁童颜老妪我爱了,-,手机游戏,BV1y7411Q73h,100001363,5,0,0,1,0,0,0,大菜包子,#游戏练级挑战##德丽莎##崩坏3RD#,03:47,2020-03-28
{炉石传说}新版本回归任务：伊利丹的过去！,新版本试玩！,桌游棋牌,BV1y7411Q73v,100001367,300,0,0,14,2,1,1,傚xiao孟嗒嗒,,16:58,2020-03-28
"#青春有你2#初二学生翻唱秦牛正威Rap片段~""就当是一场梦""",-,搞笑,BV1y7411Q73W,100001370,115,0,0,6,2,2,0,一只小徉,#自制##音乐##搞笑#哈哈哈哈哈，我也来一段?(⊙?⊙)?,00:13,2020-03-28
pb合集|《Hey Kong》，hey kong，can you hear me？,-,日常,BV1y7411Q73p,100001371,11,0,0,0,0,0,0,鬼鬼努力学PB,#PENBEAT##hiphop##刘聪#hey kong，can you hear me？,00:32,2020-03-28
爪子剥竹笋,-,日常,BV1y7411Q7Gs,100001383,8,0,0,0,0,0,0,满满的心520,#生活##美食##竹笋#,00:28,2020-03-28
三炸+大王，两个农民还敢反抗！满倍交出来,欢乐斗地主——刺激不洗牌,桌游棋牌,BV1y7411Q7G5,100001385,1,0,0,0,0,0,0,幸之棋牌,#桌游棋牌##欢乐斗地主##游戏视频#,02:28,2020-03-28
葛优登场！全程搞笑！专治各种不开心,葛优登场！全程搞笑！专治各种不开心,影视剪辑,BV1y7411Q7GG,100001387,15,0,0,0,0,0,0,小泽精选剪辑,#搞笑##喜剧##爆笑#,00:57,2020-03-28
数据只是参考之一.闲聊部分--20200327,希望你能听睡着,运动,BV1y7411Q7Vw,100001339,448,2,0,31,7,3,0,转圈儿的菜刀,,37:25,2020-03-28
请输入搜索词www 赔车CP 完完全全诠释了什么叫以牙还牙 以眼还眼,,影视剪辑,BV1y7411Q7GT,100001392,1662,1,0,24,0,12,1,电影小弱鸡,#请输入搜索词www##李多喜##韩剧#,04:14,2020-03-28
2020.03.27「バズリズム02」乃木坂46の歴史を総ざらい！初歌唱からキメ顔対決まで日テレ秘蔵映像で振り返る！,"2020.03.27「バズリズム02」乃木坂46の歴史を総ざらい！初歌唱からキメ顔対決まで日テレ秘蔵映像で振り返る！
2020.03.27「バズリズム02」乃木坂46の歴史を総ざらい！初歌唱からキメ顔対決まで日テレ秘蔵映像で振り返る！",明星,BV1y7411Q7GK,100001393,674,8,0,18,2,16,0,前田幻羽Official_ATC,,27:03,2020-03-28
始于四月，终于四月。再也没有你的春天,我喜欢了你十年，却用整个四月，编制一个，我不爱你的谎言。---宫园薰,综合,BV1y7411Q7GP,100001395,26,0,0,2,0,0,0,酒鬼桃花仙,#四月是你的谎言##音乐##有马公生#,00:29,2020-03-28
淡黄的长裙，蓬松的头发～,-,综艺,BV1y7411Q73d,100001403,105,0,0,3,0,0,0,bili_47906994406,#淡黄的长裙#,01:11,2020-03-28
超A微醺妆,今日全冰不加糖，一起来做一个酷 girl,美妆,BV1y7411Q7Gw,100001405,10,0,0,1,0,0,0,甜小柒Caeeidy,#美妆##化妆教程##分享#,07:14,2020-03-28
动能的改变习题课（第2课时）--《名校学案》,,演讲? 公开课,BV1y7411Q7Gc,100001406,124,0,0,3,1,3,1,Mila-Mimi,#学习##教育##高中物理#,42:19,2020-03-28
手抓饼做的香蕉爆浆芝士饼，超级拉丝吃一口就忘不了，真的好吃到棒,食材：在视频里有介绍,美食圈,BV1y7411Q7gC,100001409,103,0,0,1,0,2,2,小楠食记,#美食vlog##美食圈##美食视频#,01:39,2020-03-30
星游记中的套娃片段,-,综合,BV1y7411Q7gU,100001412,453,1,0,17,1,1,0,小町一抹多,#星游记##童年##国漫#,01:01,2020-03-28
还在听“淡黄的长裙，蓬松的头发”吗？快来听风的颜色洗洗耳朵,QQ音乐,MV,BV1y7411Q7gm,100001413,407,0,0,11,5,0,1,是辰少也,#MV##音乐##单曲#,03:18,2020-03-28
新品体验+华为p40和p40Pro上手体验+涛数码出品,这个是去华为体验店体验的，基本上各个颜色都体验到了，想看看甄姬的可以来看看视频,手机平板,BV1y7411Q7gi,100001416,1716,1,0,18,2,2,0,涛数码,#数码玩家招募计划##华为手机##p40#,10:48,2020-03-28
火辣鸡爪,,美食圈,BV1y7411Q7gY,100001419,15,0,0,0,0,0,1,zhk790,#自制##美食##日常#,00:45,2020-03-28
【Eat with Boki】辣牛肉汤刀切面 荞麦煎饼,"https://www.youtube.com/watch?v=qtqlhNU7_Xc&t=52s
??? Eat with Boki
268万位订阅者
SUB)辣牛肉汤刀切面 荞麦煎饼 米饭 吃播 mukbang ASMR Korean Real Sound Eating
952,966次观看?2020年3月25日",美食圈,BV1y7411Q7g6,100001420,3027,6,0,57,3,26,4,晚上好商店,#美食圈##咀嚼音##EATINGSOUND#,10:31,2020-03-30
一个抖音上的dd,可以自己去搜,单机游戏,BV1y7411Q7gt,100001424,23,0,0,5,3,4,0,学生党233,#单机联机##攻略#,00:04,2020-03-28
遛狗不拴绳，等于狗遛狗！,遛狗不拴绳，等于狗遛狗！,日常,BV1y7411Q7gh,100001429,241,5,0,28,3,3,1,车神大咖,#遛狗##栓绳##被撞#,03:31,2020-03-28
红彩,-,短片,BV1y7411Q7gE,100001433,9,0,0,1,0,0,0,灵异丑,#红彩#,01:23,2020-03-28
【憨憨】《重装上阵》榴弹也能高效的拆块了？男人的快乐有时就是这么简单...,"啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈啊哈嘎嘎啊哈哈哈嘎嘎嘎哈哈哈哈哈，各位也可以去试试。
这个是我自己发现的，如果有更早发的人可以在评论区说一下。
各位留个评论和弹幕呗。
有木有首页通知书啊？",网络游戏,BV1y7411Q7gW,100001436,88,0,0,9,1,1,0,kono憨憨哒,#网络游戏##游戏视频##电子竞技#,03:09,2020-03-28
02磨皮软件的用法和圆脸方脸胖脸的修饰方法和注意点  第七节,,日常,BV1y7411Q73V,100001452,12,0,0,0,0,2,0,风舞师兄,#PS教程##后期修图##后期教程#,10:27,2020-03-28
恐怖修女初代(bug),-,手机游戏,BV1y7411Q73G,100001453,952,0,0,4,1,1,6,搞笑游戏解说,#手机游戏##恐怖游戏##修女#,04:55,2020-03-28
可爱的日本妹子，,"https://www.youtube.com/watch?v=S-vhZIpRIew&t=12s
这个妹子好可爱，请问她是谁？纯搬运。。。。",广告,BV1y7411Q7gX,100001464,44,0,0,2,0,1,0,西二二,#日本广告##日本##可爱#,03:59,2020-03-28
